,address,name,online_order,book_table,rating,votes,location,cuisines,cost_per_person,type_of_restaurant
147,"No.37, Shree Complex, Next to Dominoes Pizza, Bull temple Road, Basavanagudi, Bangalore",Vijayalakshmi,Yes,No,3.9,47,Basavanagudi,South Indian,100.0,Delivery
148,"155, 43rd Cross Road, 8th Block, Jayanagar, Bangalore",Sri Udupi Food Hub,Yes,Yes,4.1,175,Jayanagar,"South Indian, North Indian, Chinese, Beverages",250.0,Delivery
149,"No.1585, 22nd Main,Banashankari 1st Stage",Udupi Upahar,Yes,No,3.8,58,Banashankari,"South Indian, Chinese, North Indian, Juices",150.0,Delivery
150,"39/1, R.V Road, Opposite Vijaya College, Basavanagudi, Bangalore",House Of Kebabs,Yes,No,3.8,540,Basavanagudi,"North Indian, Kebab, Biryani, Chinese",325.0,Delivery
151,"608, 21st Cross, Kumaraswamy Layout, Bangalore",Roll N Rock,Yes,No,3.8,124,Kumaraswamy Layout,"Chinese, North Indian, Mughlai, Rolls",200.0,Delivery
152,"100 Feet Ring Road, 2nd Phase, Banashankari, Bangalore",BOX8- Desi Meals,Yes,No,4.1,340,Banashankari,"North Indian, Mughlai, Fast Food",250.0,Delivery
153,"1, 80 Feet Road, 6th Block, 3rd Stage, Banashankari, Bangalore",KFC,Yes,No,3.8,505,Banashankari,"Burger, Fast Food",225.0,Delivery
154,"12, Banashankari, Bangalore",Bitez,No,No,0.0,0,Banashankari,Fast Food,50.0,Delivery
155,"1A/29 , Shop 2 , 27th Cross, Jayanagar, Bangalore",Roll Over,Yes,No,4.1,438,Jayanagar,"Desserts, Ice Cream, Beverages, Fast Food, Sandwich",250.0,Delivery
156,"153, Satellite Bus Stand, Byataranyapura, Mysore Road, Bangalore",Imperial Restaurant,Yes,No,3.7,264,Mysore Road,"North Indian, Chinese, Biryani, Beverages",375.0,Delivery
157,"Dayanand Sagar College Road, Kumaraswamy Layout, Bangalore",Lassi Shop,Yes,No,3.9,169,Kumaraswamy Layout,"Beverages, Juices, Ice Cream",75.0,Delivery
158,"Basement, MR Complex, Near Police Station, 25th Cross, 14th Main, Kumaraswamy Layout, Bangalore",The Fortuna,Yes,No,3.0,67,Kumaraswamy Layout,"North Indian, Chinese",125.0,Delivery
159,"28/29, 9th Main Road, 3rd Block, Jayanagar, Bangalore",Wahab,Yes,No,3.7,97,Jayanagar,"North Indian, Mughlai, Chinese",175.0,Delivery
160,"11/2, Ground Floor, Khazi Street, Basavanagudi, Bangalore",Al Diwan Biryanis And More,Yes,No,3.3,12,Basavanagudi,Biryani,150.0,Delivery
161,"4th Cross Road, Byatarayanapura, Srinagar, Banashankari, Bangalore",New Gowda's Fried Chicken,Yes,No,3.3,12,Banashankari,Biryani,150.0,Delivery
162,"28-29, 3rd Block, 9th Main Road, Jayanagar, Bangalore",Canton,Yes,No,3.6,195,Jayanagar,"Chinese, Seafood, Biryani",400.0,Delivery
163,"92/1, Gandhi Bazaar Main Road, Basavangudi. Next to Vodafone Showroom, Basavanagudi, Bangalore",Diabetics Dezire Sugarless Sweets and Bakes,Yes,No,3.3,13,Basavanagudi,"Desserts, Mithai",150.0,Delivery
164,"615/1, Ground Floor, Janardhan Mansion, 10th C Main, 32nd D Cross, 4th Block, Jayanagar, Bangalore",The Blue Wagon - Kitchen,Yes,No,4.6,228,Jayanagar,"Cafe, Beverages",200.0,Delivery
165,"79, Vanivilas Road, Next to KFC, Basavanagudi, Bangalore",HOT COFFEE,Yes,No,4.1,70,Basavanagudi,"South Indian, Chinese",75.0,Delivery
166,"805, Ground Floor, 35C Cross, 9th Main, 4th Block, Jayanagar, Bangalore",Patio 805,Yes,Yes,4.1,364,Jayanagar,"Thai, Vietnamese, Asian, Chinese",600.0,Delivery
167,"1304, Kathriguppe Main Road, Ashok Nagar, NR Colony, Basavanagudi, Bangalore",Lassi Corner,Yes,No,3.7,107,Basavanagudi,"Beverages, Ice Cream",75.0,Delivery
168,"1761, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Sagar Deluxe,Yes,No,3.2,167,Kumaraswamy Layout,"South Indian, North Indian, Chinese, Juices",150.0,Delivery
169,"374/B, 2nd Phase, BSK 3rd Stage, Srinivasa Nagar, Banashankari, Bangalore",Kanti Sweets,Yes,No,4.0,115,Banashankari,"Mithai, Street Food",200.0,Delivery
170,"582,2nd Main, 6th Block 2nd Phase Banshankari 3rd Stage Bangalore-560085",Vegetalia,Yes,No,3.7,27,Banashankari,"Italian, Pizza",200.0,Delivery
171,"3-94/1, 80 Feet Road, Near New Big Bazaar, Kathriguppe, Banashankari, Bangalore",Aramane Donne Biryani,Yes,No,3.5,57,Banashankari,Biryani,100.0,Delivery
172,"9/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore",Ande Ka Funda,Yes,No,3.8,120,Banashankari,"North Indian, Fast Food, Rolls",125.0,Delivery
173,"24, Next to Roti Ghar, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",Cake Ghar,Yes,No,3.8,15,Basavanagudi,Bakery,200.0,Delivery
174,"Rashtriya Vidyalaya Road, Basavanagudi, Bangalore",Energy Addaa,Yes,No,4.2,64,Basavanagudi,"Salad, Healthy Food, Sandwich, Juices, Burger, Desserts, Pizza",250.0,Delivery
175,"855/A, 5th A Cross,10th Main Road, Srinivasanagar, Towords Maruthi Circle, Banashankari, Bangalore",Bhattara Bhojana,Yes,No,3.6,66,Banashankari,South Indian,75.0,Delivery
176,"34, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore",Tandoori Knight,Yes,No,3.0,290,Banashankari,"North Indian, Chinese, Biryani, Kebab",225.0,Delivery
177,"11/2, Old Market, V V Puram, Basavanagudi, Bangalore",Dev Sagar - Food Street,Yes,No,4.1,233,Basavanagudi,Street Food,100.0,Delivery
178,"1779, 14th Main, Kumaraswamy Layout, Bangalore",Mitraa Da Pizza,Yes,No,3.8,115,Kumaraswamy Layout,"Fast Food, Pizza",125.0,Delivery
179,"224/Y, 100 Feet Ring Road, 7th Block, 3rd Stage, Banashankari, Bangalore",Paradise Premium,Yes,No,3.1,119,Banashankari,"Biryani, Andhra, Hyderabadi, North Indian",350.0,Delivery
180,"2, Old 36, 8th F Main, 3rd Block, Jayanagar, Bangalore",Grazers,Yes,Yes,3.9,291,Jayanagar,"Cafe, Burger, Continental, Italian, Desserts",325.0,Delivery
181,"766/25-01, 47th A Cross, Near Sangam Circle, Adarsh Gardens Apartments Road, 8th Block, Jayanagar, Bangalore",Shakes Theory,Yes,No,4.5,155,Jayanagar,"Beverages, Sandwich",150.0,Delivery
182,"1766, 14th Main, 1st Stage, Kumaraswamy Layout, Bangalore",@Italy,Yes,No,4.1,305,Kumaraswamy Layout,Italian,350.0,Delivery
183,"Opposite BNM School, Near BDA complex, Banashankari, Bangalore",Chilli Flakes,Yes,No,3.6,46,Banashankari,"Fast Food, Italian, Beverages",250.0,Delivery
184,"728/1, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Calcutta Cafe,Yes,No,3.5,45,Kumaraswamy Layout,"Bengali, Chinese, Sandwich",175.0,Delivery
185,"416, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore",Old Mumbai Ice Cream,Yes,No,3.9,38,Banashankari,Ice Cream,75.0,Delivery
186,"4009, 80 Feet Road, 4th Phase, Banashankari, Bangalore",Donne Biriyani House,Yes,No,3.9,441,Banashankari,"South Indian, North Indian, Chinese, Biryani",200.0,Delivery
187,"12, Old 387, Market Road, V.V.Puram, Basavanagudi, Bangalore",By 2 Coffee,Yes,No,3.9,25,Basavanagudi,South Indian,50.0,Delivery
188,"6th C Main, 4th Block, Jayanagar, Bangalore",Kedia's Fun Food,Yes,No,4.3,630,Jayanagar,"North Indian, Street Food, Juices",100.0,Delivery
189,"1771, 14th Main Road, 1stage, Kumaraswamy Layout, Bangalore",Davangere Butter Dosa Hotel,Yes,No,3.8,25,Kumaraswamy Layout,South Indian,75.0,Delivery
190,"1424, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Just Shawarma,Yes,No,3.9,160,Kumaraswamy Layout,Arabian,150.0,Delivery
191,"7/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore",Mini Punjabi Dhaba,Yes,No,4.2,287,Banashankari,North Indian,175.0,Delivery
192,"19, V.V.puram National School Road, Basavanagudi, Bangalore",Mulabagilu Dosa,Yes,No,3.6,11,Basavanagudi,South Indian,50.0,Delivery
193,"12,29 Near PES University Back Gate, D'Souza Nagar, Hosakerehalli, 3rd Stage, Banashankari, Bangalore",CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,Yes,No,4.1,402,Banashankari,Cafe,250.0,Delivery
194,"1st Floor, GR Plaza, DVG Road, Near Gandhi Bazaar circle, Basavanagudi, Bangalore",Gokul Veg,Yes,No,3.8,469,Basavanagudi,"North Indian, Chinese, Beverages",375.0,Delivery
195,"1763, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Olive - Era,Yes,No,3.3,511,Kumaraswamy Layout,"BBQ, Arabian, Rolls, Chinese, North Indian, Juices, Kebab, Desserts",275.0,Delivery
196,"31/1, Puttalingaiah Road, Second Stage, Bangalore, Banashankari, Bangalore",Udupi Ruchi,Yes,No,3.9,57,Banashankari,"South Indian, North Indian, Chinese, Street Food",100.0,Delivery
197,"80 Feet Road, Hosakerehalli Cross, B S K 3rd Stage, Banashankari, Bangalore",Madhappa Hindu Military Hotel,Yes,No,3.4,14,Banashankari,South Indian,150.0,Delivery
198,"17, Ground Floor, Near Big Bazar, 100 Feet Ring Road, 3rd Stage, Banashankari, Bangalore",Gama Gama,Yes,No,3.9,264,Banashankari,South Indian,100.0,Delivery
199,"146, 50 ft Road, 3rd Phase, 3rd Stage, Near Katriguppe Water Tank Circle, Banashankari, Bangalore",The Vintage Cafe,Yes,No,3.0,62,Banashankari,"Cafe, French, North Indian",200.0,Delivery
200,"2469, 21st Cross, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",Pizza Hut,Yes,No,3.8,693,Banashankari,"Pizza, Fast Food",375.0,Delivery
201,"197/F, 8th B Main, 27th Cross, 3rd Block, Jayanagar, Bangalore",Mangalore Pearl,Yes,No,3.8,242,Jayanagar,"Mangalorean, Seafood, Chinese, Biryani",325.0,Delivery
202,"26/3, Bugle Rock Road, Gandhi Bazaar, Basavanagudi, Bangalore",Asha Sweets Centre,Yes,No,3.6,27,Basavanagudi,Fast Food,125.0,Delivery
203,"97, Opposite Jain College, Kavi Lakshmisha Road, VV Puram, Basavanagudi, Bangalore",Twiststick House,Yes,No,4.1,163,Basavanagudi,"Continental, Fast Food, Street Food, Momos",250.0,Delivery
204,"1/4, Nisha Complex, KR Road, Near National College, Basavanagudi, Bangalore",Cool Corner,Yes,No,4.2,191,Basavanagudi,"Street Food, Fast Food",125.0,Delivery
205,"9/63, 1st C Main Road, Kathreguppe, Vivekananda Nagar, Banashankri, Bangalore",Pizza Mane,Yes,No,3.5,32,Banashankari,"Pizza, Sandwich, Burger, Fast Food",75.0,Delivery
206,"1, Kathriguppe Main Road, 3rd Stage, Banashankari, Bangalore",Dal Tadkaa,Yes,No,2.5,247,Banashankari,North Indian,250.0,Delivery
207,"Cosmopolitan Club, 22nd Cross, 3rd Block, Jayanagar, Bangalore",Chutney Chang,Yes,Yes,4.1,2339,Jayanagar,"North Indian, Chinese, BBQ",750.0,Delivery
208,"615/1, 10th C Main,32nd Cross Road ,Janardhan Mansion, 4th Block, Jayanagar, Bangalore",Mystique Palate,Yes,No,4.1,337,Jayanagar,"Chinese, Fast Food",150.0,Delivery
209,"1112, Next KIMS Medical College, 17th Cross, 2nd Stage, Banashankari, Bangalore",Thamboola,Yes,No,3.9,135,Banashankari,"North Indian, Chinese, Continental",400.0,Delivery
210,"1/2, Opposite Indian Oil Petrol Bunk, 1st Cross, Kaderanhalli Crossroad, Subramanyapura Main Road, Padmanabhanagar, Uttarahalli, Bangalore",Castle Rock,Yes,No,3.6,172,Uttarahalli,"North Indian, Chinese",350.0,Delivery
211,"Pavanashree Nilayam, 7 Block, Banagirinagara, Banashankari, Bangalore",Vietnamese Kitchen,Yes,No,3.6,105,Banashankari,Vietnamese,350.0,Delivery
212,"2470, 21 Main Road, 25th Cross, Banashankari, Bangalore",Smacznego,Yes,No,4.2,504,Banashankari,"Cafe, Mexican, Italian, Momos, Beverages",275.0,Delivery
213,"1328, 50 Feet Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",C Corner,Yes,No,3.2,36,Kumaraswamy Layout,"Fast Food, Street Food",100.0,Delivery
214,"31, 2nd Cross, Teacher's Colony, JP Nagar Post, Dayanand College Road, Kumaraswamy Layout, Bangalore",Paratha Merchant,Yes,No,3.1,39,Kumaraswamy Layout,North Indian,150.0,Delivery
215,"52, Dayanand Sagar College Road, Teachers Colony, Near ICICI Bank ATM, Bangalore East, Bangalore Urban Karnataka, Kumaraswamy Layout, Bangalore.",North Rasoe,Yes,No,3.1,5,Kumaraswamy Layout,"North Indian, Chinese, Biryani, Kebab",250.0,Delivery
216,"84, Basavanagudi, Bangalore",Inchara Restaurant,Yes,No,0.0,0,Basavanagudi,"North Indian, Chinese",150.0,Delivery
217,"359/38,Next to Fabindia, 7th Cross, 1st Block, Jayanagar, Bangalore",Toscano,Yes,Yes,4.3,1129,Jayanagar,"Italian, Salad",650.0,Delivery
218,"Shop 197, Ground Floor, Gokul Niwas, North Main Road, Rajyotsavanagar, 2nd Stage, Kumaraswamy Layout, Bangalore",Lord Of The Kitchen,Yes,No,3.9,56,Kumaraswamy Layout,"North Indian, Chinese",175.0,Delivery
219,"415, 9th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",Stoned Monkey,Yes,No,4.3,860,Banashankari,"Desserts, Ice Cream",250.0,Delivery
220,"433/30/1, 28th Cross, 10th Main, Opposite BDA Complex, 4th Block, Jayanagar, Bangalore",Central Jail Restaurant,Yes,No,3.8,412,Jayanagar,"Andhra, Seafood, North Indian, Chinese",350.0,Delivery
221,"382/71/4, 11th Main, 3rd Block, Jayanagar, Bangalore",Bella,Yes,Yes,3.9,142,Jayanagar,"Mangalorean, Seafood, South Indian",500.0,Delivery
222,"54, Sri Durga Avenue, 3rd Floor, 33rd Cross Road, Opp. Navarathan, Jewe, Jayanagar, Bangalore",Vennela Andhra Meals,Yes,No,3.0,23,Jayanagar,Andhra,200.0,Delivery
223,"2nd Floor, Garla Garnet, 9th Main, 4th Block, Jayanagar, Bangalore",New Prashanth Hotel,Yes,No,3.6,143,Jayanagar,"South Indian, Biryani, Chinese, North Indian",375.0,Delivery
224,"126, Near Ganesha Temple, 7th Main, 4th Block, Jayanagar, Bangalore",The Grillo,Yes,Yes,2.8,80,Jayanagar,"South Indian, Arabian, Chinese, North Indian, Seafood, Mangalorean",250.0,Delivery
225,"6, Shakambari Nagar, 1st stage, JP Nagar, Bangalore",Re Malnad Nati Style Hotel,Yes,No,3.6,16,JP Nagar,South Indian,200.0,Delivery
226,"81, 36th Cross Road, 5th Block, Jayanagar, Bangalore",Karma Kaapi,Yes,No,4.4,181,Jayanagar,"Beverages, Tea",125.0,Delivery
227,"616/2, 31st Cross, 10th A Main Road, 4th block, Jayanagar, Bangalore",Tiwari's,Yes,No,3.8,70,Jayanagar,"North Indian, Street Food",100.0,Delivery
228,"66/1, Kanakpura Road, Basavanagudi, Bangalore",Pizza Stop,Yes,No,3.8,164,Basavanagudi,"Pizza, Italian",300.0,Delivery
229,"173, DSI college Road, Kumaraswamy Layout, Bangalore",Biggies Burger 'n' More,Yes,No,3.6,58,Kumaraswamy Layout,"Cafe, Burger, Beverages",325.0,Delivery
230,"112, Bull Temple Road,next to more Basavanagudi, Bangalore",Srinathji's Cafe,No,No,3.8,148,Basavanagudi,"North Indian, Cafe, Chinese, Fast Food",275.0,Delivery
231,"1, Corporation Market, Gandhi Bazar, Basavanagudi, Bangalore",Kollapuri's,No,No,3.9,206,Basavanagudi,"South Indian, Mangalorean",225.0,Delivery
232,"58, Surveyor Street, Basavanagudi, Bangalore",Sugar Stars Co,No,No,0.0,0,Basavanagudi,"Bakery, Desserts",150.0,Delivery
233,"1, 24th Main Rd, 1st Phase, Girinagar, KR Layout, Muneshwara T-Block, JP Nagar, Bangalore",Bombay Kulfis,No,No,0.0,0,JP Nagar,Ice Cream,100.0,Delivery
234,"Satellite Bus Stand, KSRTC, Mysore Road, Bangalore",Kadamba Classic,No,No,3.6,16,Mysore Road,South Indian,150.0,Delivery
235,"5, Mallariah Complex, Near Corporation Bank, Gandhi Nagar, Basavanagudi, Bangalore",RS Shiv Sagar,No,No,3.7,217,Basavanagudi,"North Indian, Chinese, South Indian, Fast Food, Juices",225.0,Delivery
236,"144/1, 2nd Main Road, 2nd Block, Thyagaraja Nagar, Basavanagudi, Bangalore",Kholi Mane,No,No,3.6,46,Basavanagudi,"Andhra, South Indian, Biryani, North Indian",225.0,Delivery
237,"60/1, East Anjaneya Temple Road, Basavanagudi, Bangalore",Harshi Super Sandwich,No,No,3.8,148,Basavanagudi,"Fast Food, Street Food",75.0,Delivery
238,"3/1 , Opposite Krishna Rao Park, Kanakapura Road, Basavanagudi, Bangalore",Cake Yard,No,No,3.4,30,Basavanagudi,Desserts,125.0,Delivery
239,"19/1, New Timberyard Layout, Beside Satellite Bus Stop, Mysore Road, Bangalore",Rosewood International Hotel - Bar & Restaurant,No,No,3.6,8,Mysore Road,"North Indian, South Indian, Andhra, Chinese",400.0,Delivery
240,"335, KR Road, Shastri Nagar, Yediyur, Jayanagar, Bangalore",Sri Udupi Veg,No,No,3.3,4,Jayanagar,South Indian,125.0,Delivery
241,"1/A, 3rd Main, 7th Cross, Kattebalag, Narasimharaja Colony, Basavanagudi, Bangalore",Cake Art,No,No,3.5,15,Basavanagudi,Bakery,200.0,Delivery
242,"39/4, North Anjaneya Temple Street, Basavanagudi, Bangalore",Aahar Cafe,No,No,0.0,0,Basavanagudi,South Indian,50.0,Delivery
243,"Chikkalasandra, Near Ashwathkatte Ganesha Temple, Opposite Dominic School, Uttarahalli, Bangalore",Akash Gowdru Biryani Center,No,No,0.0,0,Uttarahalli,"North Indian, Chinese",150.0,Delivery
244,"164/B, 24th Cross, 6th Block Yediyur, Jayanagar, Bangalore",New Sri Udupi Restaurant,No,No,0.0,0,Jayanagar,"North Indian, South Indian, Chinese, Beverages, Fast Food",100.0,Delivery
245,"9, Canara Bank Colony, Opposite Chikkalsandra Post Office, Main Road, Uttarahalli, Bangalore",Potato House,Yes,No,3.4,9,Uttarahalli,Street Food,100.0,Delivery
246,"1108/1, 9th Main Road, 4th Cross, Hampinagar, Vijay Nagar, Bangalore, Bengaluru",Hotel Biriyani Counter,No,No,0.0,0,Vijay Nagar,"North Indian, Chinese, Biryani",175.0,Delivery
247,"Sri Balaji Complex, 339/3, Kuvempu Nagar, Next to Bus Stand, Mysore Road, Bangalore",Matru Sagar,Yes,No,3.7,31,Mysore Road,"South Indian, North Indian",150.0,Delivery
248,"609, 10th A Main Road, 4th Block, Jayanagar, Bangalore",Ugadi,Yes,No,2.9,177,Jayanagar,"North Indian, Chinese, Biryani, Andhra, Mangalorean",350.0,Delivery
249,"121, DVG Road, R.M Complex, Basavanagudi, Bangalore",Sri Krishna Sweets,Yes,No,3.7,22,Basavanagudi,"Mithai, Desserts",125.0,Delivery
250,"119, 5th Cross, Teachers Colony, Kumaraswamy Layout, Bangalore",In Time Cane Juice,Yes,No,3.5,10,Kumaraswamy Layout,"Juices, Beverages",50.0,Delivery
251,"186, 16th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",Subway,Yes,No,3.7,136,Banashankari,"Salad, Fast Food",300.0,Delivery
252,"139, Behind Police Station, 72nd Cross, Kumaraswamy Layout, Bangalore",Daal Roti,Yes,No,2.9,35,Kumaraswamy Layout,"North Indian, Chinese",125.0,Delivery
253,"22nd Cross, New Diagonal Road, Opposite N MKRV Womens College, 3rd Block, Jayanagar, Bangalore",The Lassi Park,Yes,No,4.1,185,Jayanagar,"Juices, Desserts",100.0,Delivery
254,"28th Main, 8th Block, Jayanagar, Bangalore",Cafe Coffee Day,Yes,No,3.2,17,Jayanagar,"Cafe, Fast Food",450.0,Delivery
255,"153, Satellite Bus Stand, Byataranyapura, Mysore Road, Bangalore",A2B - Adyar Ananda Bhavan,Yes,No,3.8,155,Mysore Road,"South Indian, North Indian, Chinese, Street Food",200.0,Delivery
256,"Next To BMTC Bus Stand, Banashankari, Bangalore",Srikrishna Bhavan,Yes,No,3.8,42,Banashankari,"South Indian, North Indian, Chinese",150.0,Delivery
257,"37, 5-1, 4th Floor, Bosco Court, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",Timepass Dinner,Yes,No,3.8,286,Basavanagudi,North Indian,300.0,Delivery
258,"376, 1st Floor, Tripura Arcade, MK Puttalingaiah Road, Above SBI Bank, Banashankari, Bangalore",Green Gardenia,Yes,No,3.8,160,Banashankari,"North Indian, Chinese",350.0,Delivery
259,"632/A, 24th Cross, 2nd Stage, Banashankari, Bangalore",J Spice,Yes,No,3.8,59,Banashankari,"North Indian, Chinese",375.0,Delivery
260,"13, 27th B Cross, 10th Main, Opposite BWSSB Water Tank, Geetha Colony, 4th Block, Jayanagar, Bangalore",Karavali Family Restaurant,Yes,No,3.5,90,Jayanagar,"Seafood, Biryani, South Indian, North Indian, Chinese",250.0,Delivery
261,"1779, 14th Main, Kumaraswamy Layout, Bangalore",Karavali Lunch Home,Yes,No,3.7,51,Kumaraswamy Layout,"South Indian, Mangalorean",175.0,Delivery
262,"126, Opposite Police Station, 7th Main, 4th Block, Jayanagar, Bangalore",Hatti Kaapi,Yes,No,4.0,89,Jayanagar,"South Indian, Beverages",100.0,Delivery
263,"2/1,7th Main, Dwarakangar Hosakerehalli, Banashankari, Bangalore",Kolkata Kathi Roll's,Yes,No,3.6,18,Banashankari,"Fast Food, Rolls",125.0,Delivery
264,"9/2, South End Main Road, Next to Surana College, Basavanagudi, Bangalore",Upahara Darshini,Yes,No,3.9,40,Basavanagudi,"North Indian, Chinese, South Indian, Fast Food",300.0,Delivery
265,"11/4, Old Market Road, V V Puram, Basavanagudi, Bangalore",The Chaat Shop,Yes,No,2.5,35,Basavanagudi,Fast Food,100.0,Delivery
266,"433/30/1, 10th Main, 28th A cross, 4th Block, Jayanagar, Bangalore",Anda Ka Funda,Yes,No,3.4,89,Jayanagar,"North Indian, Chinese, Rolls",125.0,Delivery
267,"14/38, Shivakrupa, 1st Model House Street, Near Nagasnadra Circle, DVG Road, Basavanagudi, Bangalore",Shri Vinayaka Ice N Juice,Yes,No,3.2,11,Basavanagudi,"Beverages, Fast Food",75.0,Delivery
268,"224/Y, 4th Phase, 7th Block, 100 Feet Ring Road, Near Kamakya Theatre, Banashankari, Bangalore",My Tea House,Yes,No,3.6,62,Banashankari,"Italian, Fast Food, Cafe, European",300.0,Delivery
269,"147, 27th Cross, 3rd Main, 6th Block, Yediyur, Jayanagar, Bangalore",Ibaco,Yes,No,3.9,33,Jayanagar,Desserts,150.0,Delivery
270,"202F, 27th Cross Road, Opposite Sapna Book House, Jayanagar, Bangalore",Jalaram Sweets,Yes,No,3.8,32,Jayanagar,"Desserts, Mithai",125.0,Delivery
271,"2, Ashoka Pillar Circle, 2nd Block, Jayanagar, Bangalore",Samskruti - Sanman Gardenia,Yes,No,4.1,139,Jayanagar,"North Indian, Chinese, South Indian",275.0,Delivery
272,"1349, 4th Cross Road, Kilkodungalur, RPC Layout, Vijay Nagar, Bangalore",Bendakaluru Bytes,Yes,No,3.2,154,Vijay Nagar,Fast Food,150.0,Delivery
273,"2466, 24th Cross Road, Siddanna Layout, Stage II, Banashankari, Bangalore",Cocoa Bakes,Yes,No,3.6,14,Banashankari,"Bakery, Desserts",175.0,Delivery
274,"412, 1st Cross, Vidyapeeta Road, 3rd Stage, Banashankari, Bangalore",Chumma Delicious,Yes,No,3.7,237,Banashankari,"South Indian, Fast Food",100.0,Delivery
